catalogNumber,verbatimDet
Sco009805,"Scorpiones, Scorpionidae, Opistophthalmus chaperi fossor|Determined by: Simon"
Sco009805,"Scorpiones, Scorpionidae, Opistophthalmus chaperi Simon, 1880"
Sco009807,"Scorpiones, Liochelidae, Hadogenes hahni|Determined by: L. Prendini, 2004"
Sco009807,"Scorpiones, Hormuridae, Hadogenes hahni (Peters, 1862)"
Sco009808,"Scorpiones, Liochelidae, Hadogenes hahni|Determined by: L. Prendini, 2004"
Sco009808,"Scorpiones, Hormuridae, Hadogenes hahni (Peters, 1862)"
Sco009809,"Scorpiones, Liochelidae, Hadogenes hahni|Determined by: L. Prendini, 2004"
Sco009809,"Scorpiones, Hormuridae, Hadogenes hahni (Peters, 1862)"
Sco009811,"Scorpiones, Liochelidae, Hadogenes hahni|Determined by: L. Prendini, 2004"
Sco009811,"Scorpiones, Hormuridae, Hadogenes hahni (Peters, 1862)"
Sco009813,"Scorpiones, Buthidae, Parabuthus brachystylus|Determined by: Lawrence"
Sco009813,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009816,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: A. Harington"
Sco009816,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009817,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: A. Harington"
Sco009817,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009818,"Scorpiones, Scorpionidae, Opistophthalmus pictus kraepelin"
Sco009818,"Scorpiones, Scorpionidae, Opistophthalmus pictus Kraepelin, 1894"
Sco009819,"Scorpiones, Scorpionidae, Opistophthalmus pictus kraepelin"
Sco009819,"Scorpiones, Scorpionidae, Opistophthalmus pictus Kraepelin, 1894"
Sco009820,"Scorpiones, Scorpionidae, Opistophthalmus pictus kraepelin"
Sco009820,"Scorpiones, Scorpionidae, Opistophthalmus pictus Kraepelin, 1894"
Sco009821,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergi|Determined by: Thorell"
Sco009821,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco009822,"Scorpiones, Scorpionidae, Opistophthalmus carinatus lawrencei|Determined by: Newlands"
Sco009822,"Scorpiones, Scorpionidae, Opistophthalmus lawrencei Newlands, 1969"
Sco009823,"Scorpiones, Buthidae, Parabuthus transvaalicus|Determined by: Purcell"
Sco009823,"Scorpiones, Buthidae, Parabuthus transvaalicus Purcell, 1899"
Sco009824,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco009824,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco009825,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco009825,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco009826,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco009826,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco009827,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco009827,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco009828,"Scorpiones, Scorpionidae, Opistophthalmus latimanus pugnax|Determined by: Koch"
Sco009828,"Scorpiones, Scorpionidae, Opistophthalmus latimanus C.L. Koch, 1841"
Sco009829,"Scorpiones, Liochelidae, Opisthacanthus"
Sco009829,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009830,"Scorpiones, Buthidae, Parabuthus villosus brachystylus|Determined by: A. Harington"
Sco009830,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009831,"Scorpiones, Buthidae, Uroplectes planimanus"
Sco009831,"Scorpiones, Buthidae, Uroplectes planimanus (Karsch, 1879)"
Sco009832,"Scorpiones, Buthidae, Uroplectes planimanus"
Sco009832,"Scorpiones, Buthidae, Uroplectes planimanus (Karsch, 1879)"
Sco009833,"Scorpiones, Scorpionidae, Opistophthalmus carinatus|Determined by: Peters"
Sco009833,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009834,"Scorpiones, Scorpionidae, Opistophthalmus carinatus|Determined by: Peters"
Sco009834,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009835,"Scorpiones, Liochelidae, Hadogenes hahni|Determined by: Thorell"
Sco009835,"Scorpiones, Hormuridae, Hadogenes hahni (Peters, 1862)"
Sco009836,"Scorpiones, Scorpionidae, Opistophthalmus carinatus|Determined by: Peters"
Sco009836,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009837,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: B. Lamoral"
Sco009837,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009838,"Scorpiones, Buthidae, Uroplectes planimanus|Determined by: Karsch"
Sco009838,"Scorpiones, Buthidae, Uroplectes planimanus (Karsch, 1879)"
Sco009839,"Scorpiones, Liochelidae, Hadogenes hahni|Determined by: L. Prendini, 2004"
Sco009839,"Scorpiones, Hormuridae, Hadogenes hahni (Peters, 1862)"
Sco009840,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: B. Lamoral"
Sco009840,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009841,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: B. Lamoral"
Sco009841,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009842,"Scorpiones, Scorpionidae, Opistophthalmus carinatus|Determined by: Peters"
Sco009842,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009845,"Scorpiones, Buthidae, Uroplectes fischeri vittatus|Determined by: Thorell"
Sco009845,"Scorpiones, Buthidae, Uroplectes vittatus (Thorell, 1876)"
Sco009846,"Scorpiones, Buthidae, Parabuthus raudus kraepelini|Determined by: Werner"
Sco009846,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009847,"Scorpiones, Scorpionidae, Opistophthalmus carinatus|Determined by: Peters"
Sco009847,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009848,"Scorpiones, Scorpionidae, Opistophthalmus carinatus|Determined by: Peters"
Sco009848,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009849,"Scorpiones, Buthidae, Uroplectes teretipes|Determined by: Lawrence"
Sco009849,"Scorpiones, Buthidae, Uroplectes teretipes"
Sco009850,"Scorpiones, Buthidae, Uroplectes teretipes|Determined by: Lawrence"
Sco009850,"Scorpiones, Buthidae, Uroplectes teretipes"
Sco009852,"Scorpiones, Buthidae, Uroplectes"
Sco009852,"Scorpiones, Buthidae, Uroplectes formosus Pocock, 1890"
Sco009856,"Scorpiones, Buthidae, Parabuthus"
Sco009856,"Scorpiones, Buthidae, Parabuthus leiosoma (Ehrenberg, 1828)"
Sco009857,"Scorpiones, Scorpion"
Sco009859,"Scorpiones, Scorpionidae, Opistophthalmus carinatus|Determined by: Peters"
Sco009859,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009860,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco009860,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009861,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco009861,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009862,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco009862,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009863,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco009863,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009864,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco009864,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009865,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco009865,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009866,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco009866,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009867,"Scorpiones, Scorpionidae, Opistophthalmus carinatus"
Sco009867,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009868,"Scorpiones, Scorpionidae, Opistophthalmus karrooensis|Determined by: Purcell"
Sco009868,"Scorpiones, Scorpionidae, Opistophthalmus karrooensis Purcell, 1898"
Sco009870,"Scorpiones, Buthidae, Buthotus"
Sco009870,"Scorpiones, Buthidae, Hottentotta polystictus (Pocock, 1896)"
Sco009871,"Scorpiones, Buthidae, Buthotus"
Sco009871,"Scorpiones, Buthidae, Hottentotta polystictus (Pocock, 1896)"
Sco009872,"Scorpiones, Buthidae, Buthotus"
Sco009872,"Scorpiones, Buthidae, Hottentotta polystictus (Pocock, 1896)"
Sco009873,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: A. Harington"
Sco009873,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009874,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: A. Harington"
Sco009874,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009875,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: A. Harington"
Sco009875,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009876,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: A. Harington"
Sco009876,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009877,"Scorpiones, Scorpionidae, Opistophthalmus carinatus|Determined by: Peters"
Sco009877,"Scorpiones, Scorpionidae, Opistophthalmus carinatus (Peters, 1861)"
Sco009878,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: Simon"
Sco009880,"Scorpiones, Scorpionidae, Opistophthalmus pictus|Determined by: Kraepelin"
Sco009880,"Scorpiones, Scorpionidae, Opistophthalmus pictus Kraepelin, 1894"
Sco009881,"Scorpiones, Scorpionidae, Opistophthalmus pictus|Determined by: Kraepelin"
Sco009881,"Scorpiones, Scorpionidae, Opistophthalmus pictus Kraepelin, 1894"
Sco009882,"Scorpiones, Scorpionidae, Opistophthalmus pictus|Determined by: Kraepelin"
Sco009882,"Scorpiones, Scorpionidae, Opistophthalmus pictus Kraepelin, 1894"
Sco009883,"Scorpiones, Scorpionidae, Opistophthalmus pictus|Determined by: Kraepelin"
Sco009883,"Scorpiones, Scorpionidae, Opistophthalmus pictus Kraepelin, 1894"
Sco009884,"Scorpiones, Buthidae, Uroplectes vittatus|Determined by: Thorell"
Sco009884,"Scorpiones, Buthidae, Uroplectes vittatus (Thorell, 1876)"
Sco009885,"Scorpiones, Buthidae, Uroplectes planimanus|Determined by: Karsch"
Sco009885,"Scorpiones, Buthidae, Uroplectes carinatus (Pocock, 1890)"
Sco009886,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: Simon"
Sco009886,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco009887,"Scorpiones, Liochelidae, Hadogenes tityrus|Determined by: L. Prendini, 2010"
Sco009887,"Scorpiones, Hormuridae, Hadogenes tityrus (Simon, 1888)"
Sco009888,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergi|Determined by: Thorell"
Sco009888,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergii (Thorell, 1876)"
Sco009889,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: Peters"
Sco009890,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: B. Lamoral"
Sco009890,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009891,"Scorpiones, Buthidae, Parabuthus granulatus|Determined by: Hemprich&Ehrenburg"
Sco009891,"Scorpiones, Buthidae, Parabuthus granulatus (Ehrenberg, 1831)"
Sco009892,"Scorpiones, Scorpionidae, Opistophthalmus wahlbergi|Determined by: Thorell"
Sco009893,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: A. Harington"
Sco009893,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009894,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: B. Lamoral"
Sco009894,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009895,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: B. Lamoral"
Sco009895,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009896,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: B. Lamoral"
Sco009896,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009897,"Scorpiones, Buthidae, Parabuthus granulatus|Determined by: Hemprich&Ehrenburg"
Sco009897,"Scorpiones, Buthidae, Parabuthus granulatus (Ehrenberg, 1831)"
Sco009898,"Scorpiones, Buthidae, Parabuthus transvaalicus|Determined by: Purcell"
Sco009898,"Scorpiones, Buthidae, Parabuthus transvaalicus Purcell, 1899"
Sco009899,"Scorpiones, Buthidae, Parabuthus transvaalicus|Determined by: Purcell"
Sco009899,"Scorpiones, Buthidae, Parabuthus transvaalicus Purcell, 1899"
Sco009900,"Scorpiones, Vaejovidae, Vejovis (Paruroctonus) mesaensis "
Sco009900,"Scorpiones, Vaejovidae, Smeringurus mesaensis (Stahnke, 1957)"
Sco009901,"Scorpiones, Caraboctonidae, Hadrurus arizonensis"
Sco009901,"Scorpiones, Iuridae, Hadrurus arizonensis Ewing, 1928"
Sco009902,"Scorpiones, Caraboctonidae, Hadrurus arizonensis"
Sco009902,"Scorpiones, Iuridae, Hadrurus arizonensis Ewing, 1928"
Sco009903,"Scorpiones, Caraboctonidae, Hadrurus arizonensis"
Sco009903,"Scorpiones, Iuridae, Hadrurus arizonensis Ewing, 1928"
Sco009905,"Scorpiones, Buthidae, Pseudolychas"
Sco009905,"Scorpiones, Buthidae, Pseudolychas ochraceus (Hirst, 1911)"
Sco009906,"Scorpiones, Liochelidae, Opisthacanthus laevipes|Determined by: Pocock"
Sco009906,"Scorpiones, Hormuridae, Opisthacanthus laevipes (Pocock, 1893)"
Sco009907,"Scorpiones, Spider"
Sco009908,"Scorpiones, Scorpionidae, Opistophthalmus concinnus|Determined by: Newlands"
Sco009908,"Scorpiones, Scorpionidae, Opistophthalmus concinnus Newlands, 1972"
Sco009909,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: Peters"
Sco009909,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009910,"Scorpiones, Buthidae, Parabuthus villosus|Determined by: Peters"
Sco009910,"Scorpiones, Buthidae, Parabuthus villosus (Peters, 1862)"
Sco009911,"Scorpiones, Scorpionidae, Opistophthalmus latimanus|Determined by: Koch"
Sco009911,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco009912,"Scorpiones, Scorpionidae, Opistophthalmus latimanus"
Sco009912,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco009913,"Scorpiones, Scorpionidae, Opistophthalmus latimanus"
Sco009913,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco009914,"Scorpiones, Scorpionidae, Opistophthalmus latimanus"
Sco009914,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco009915,"Scorpiones, Scorpionidae, Opistophthalmus latimanus"
Sco009915,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco009916,"Scorpiones, Scorpionidae, Opistophthalmus latimanus"
Sco009916,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco009917,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons|Determined by: Koch"
Sco009917,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco009918,"Scorpiones, Scorpionidae, Opistophthalmus latimanus"
Sco009918,"Scorpiones, Scorpionidae, Opistophthalmus glabrifrons Peters, 1861"
Sco009919,"Scorpiones, Scorpionidae, Opistophthalmus validus|Determined by: Thorell"
Sco009919,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009920,"Scorpiones, Scorpionidae, Opistophthalmus validus|Determined by: Harington"
Sco009920,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009921,"Scorpiones, Scorpionidae, Opistophthalmus validus|Determined by: Harington"
Sco009921,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009922,"Scorpiones, Scorpionidae, Opistophthalmus validus|Determined by: Harington"
Sco009922,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009923,"Scorpiones, Scorpionidae, Opistophthalmus validus|Determined by: Harington"
Sco009923,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009924,"Scorpiones, Scorpionidae, Opistophthalmus validus|Determined by: Harington"
Sco009924,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009925,"Scorpiones, Scorpionidae, Opistophthalmus validus|Determined by: Harington"
Sco009925,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009926,"Scorpiones, Buthidae, Uroplectes triangulifer|Determined by: Thorell"
Sco009926,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco009927,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco009927,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco009928,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco009928,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco009929,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco009929,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco009930,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco009930,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco009931,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco009931,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco009932,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco009932,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco009933,"Scorpiones, Buthidae, Uroplectes triangulifer"
Sco009933,"Scorpiones, Buthidae, Uroplectes triangulifer (Thorell, 1876)"
Sco009934,"Scorpiones, Liochelidae, Cheloctonus jonesii|Determined by: Pocock"
Sco009934,"Scorpiones, Hormuridae, Cheloctonus intermedius Hewitt, 1912"
Sco009935,"Scorpiones, Scorpionidae, Opistophthalmus holmi|Determined by: Lawrence"
Sco009935,"Scorpiones, Scorpionidae, Opistophthalmus holmi (Lawrence, 1969)"
Sco009939,"Scorpiones, Liochelidae, Opisthacanthus validus"
Sco009939,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009940,"Scorpiones, Liochelidae, Opisthacanthus validus"
Sco009940,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009941,"Scorpiones, Liochelidae, Opisthacanthus validus"
Sco009941,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009942,"Scorpiones, Liochelidae, Opisthacanthus validus"
Sco009942,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009943,"Scorpiones, Liochelidae, Opisthacanthus validus"
Sco009943,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009944,"Scorpiones, Liochelidae, Opisthacanthus validus"
Sco009944,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009945,"Scorpiones, Liochelidae, Opisthacanthus validus"
Sco009945,"Scorpiones, Hormuridae, Opisthacanthus validus Thorell, 1876"
Sco009946,"Scorpiones, Liochelidae, Opisthacanthus validus"
Sco009947,"Scorpiones, Liochelidae, Hadogenes gunningi"
Sco009947,"Scorpiones, Hormuridae, Hadogenes gunningi Purcell, 1899"
Sco009950,"Scorpiones, Liochelidae, Cheloctonus jonesii|Determined by: Pocock"
Sco009950,"Scorpiones, Hormuridae, Cheloctonus intermedius Hewitt, 1912"
Sco009952,"Scorpiones, Buthidae, Parabuthus granulatus|Determined by: Hemp & Ehrnb"
Sco009952,"Scorpiones, Buthidae, Parabuthus granulatus (Ehrenberg, 1831)"
Sco009954,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009955,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009956,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009956,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009957,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009957,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009958,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009958,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009959,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009959,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009960,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009960,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009961,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009961,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009962,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009962,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009963,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009963,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009964,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009964,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009965,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009965,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009966,"Scorpiones, Buthidae, Parabuthus raudus|Determined by: Simon"
Sco009966,"Scorpiones, Buthidae, Parabuthus raudus (Simon, 1888)"
Sco009967,"Scorpiones, Buthidae, Parabuthus brevimanus kuanyamarum|Determined by: Thorell"
Sco009967,"Scorpiones, Buthidae, Parabuthus kuanyamarum Monard, 1937"
Sco009968,"Scorpiones, Buthidae, Parabuthus brevimanus kuanyamarum|Determined by: Thorell"
Sco009968,"Scorpiones, Buthidae, Parabuthus kuanyamarum Monard, 1937"
Sco009969,"Scorpiones, Buthidae, Parabuthus kuanyamarum Monard, 1937"
Sco009970,"Scorpiones, Buthidae, Parabuthus kuanyamarum|Determined by: Thorell"
Sco009970,"Scorpiones, Buthidae, Parabuthus kuanyamarum Monard, 1937"
Sco009971,"Scorpiones, Buthidae, Parabuthus kuanyamarum|Determined by: Thorell"
