taxonid,fullname,Author
5996,Vexillum crocatum,"(J.B.P.A. Lamarck, 1811)"
5998,Vexillum deshayesii,"(L.A. Reeve, 1844)"
6000,Vexillum exasperatum,"Gmelin, 1791"
6002,Vexillum intermedium,"(L.C. Kiener, 1838)"
6004,Vexillum leucozonias,"(G.P. Deshayes in E.S.J.L. de Laborde & M. Linant, 1834)"
6005,Vexillum malcolmense,"(J.C. Melvill & R. Standen, 1901)"
6006,Vexillum michaui,"(J.C.H. Crosse & P.H. Fischer, 1864)"
6007,Vexillum obtusispinosum,"(G.B. II Sowerby, 1874)"
6008,Vexillum ornatum,"J.H.F. Link, 1807"
6010,Vexillum pacificum,"(L.A. Reeve, 1845)"
6013,Vexillum rugosum,"(J.F. Gmelin, 1791)"
6014,Vexillum semifasciatum,"(J.B.P.A. Lamarck, 1811)"
6015,Vexillum subdivisum,"(J.F. Gmelin, 1791)"
6016,Vexillum vulpecula,"(C. Linnaeus, 1758)"
6017,Viana regina,"P.M.A. Morelet, 1849"
6018,Viriola erecta,"(K.H.J. Thiele, 1925)"
6019,Viriola fuscescens,"(E.A. Smith, 1904)"
6020,Vitrea contracta,"(C.A. Westerlund, 1871)"
6021,Vitularia miliaris,"(J.F. Gmelin, 1791)"
6024,Volema pyrum,"P.F. Röding, 1798"
6026,Voluta musica,"C. Linnaeus, 1758"
6027,Volutharpa perryi,"(J.C. Jay, 1856)"
6036,Volva kilburni,"C.N. Cate, 1975"
6038,Volva sowerbyana,"J.K. Allan, 1956"
6039,Volva volva,"(C. Linnaeus, 1758)"
6040,Volvarina capensis,"(C.F.F. von Krauss, 1848)"
6041,Volvarina dunkeri,"(C.F.F. von Krauss, 1848)"
6042,Volvarina ingloria,"(E.A. Smith, 1910)"
6043,Volvarina zonata,"(L.C. Kiener, 1841)"
6048,Vulsella minor,"P.F. Röding, 1798"
6051,Waldemaria japonica,"(C.B. Adams, 1861)"
6054,Xanthomelon pachystylum,"L. Pfeiffer, 1845"
6055,Xenophora australis,"S.M. Souverbie & R.P. Montrouzier, 1870"
6056,Xenophora conchyliophora,"(I. von Born, 1780)"
6057,Xenophora corrugata,"(L.A. Reeve, 1842)"
6058,Stellaria gigantea,"M.M. Schepman, 1909"
6059,Xenophora pallidula,"Reeve, 1842"
6060,Xenophora peroniana,"(T. Iredale, 1929)"
6061,Xenophora senegalensis,"Fischer, 1873"
6064,Zafrona trifilosa,"(E.A. Smith, 1882)"
6069,Zeacolpus ahiparanus,"A.W.B. Powell, 1927"
6070,Zeacolpus pagoda,"L.A. Reeve, 1849"
6071,Zeacolpus symmetricus,"F.W. Hutton, 1873"
6072,Zeacumantus lutulentus,"(L.C. Kiener, 1842)"
6074,Zeatrophon ambiguus,"(R.A. Philippi, 1844)"
6078,Zediloma digna,"H.J. Finlay, 1926"
6081,Zelithophaga truncata,"Gray, 1843"
6082,Zenatia acinaces,"(J.R.C. Quoy & J.P. Gaimard, 1835)"
6083,Zidona angulata,"W.J. Swainson, 1821"
6084,Zirfaea crispata,"(Linnaeus, 1758)"
6085,Zonitoides arboreus,"(T. Say, 1816)"
6089,Acmaea testudinalis scutum,"J. Rathke, 1833"
6101,Barbatia virescens obtusoides,"P. Nyst, 1848"
6104,Buccinulum sufflatum decoratum,"A.W.B. Powell, 1929"
6106,Burnupena papyracea cincta,"P.F. Röding, 1798"
6107,Burnupena papyracea lagenaria,"(J.B.P.A. Lamarck, 1822)"
6110,Bursa granularis affinis,"(W.J. Broderip, 1833)"
6111,Bursa granularis alfredensis,"W.H. Turton, 1932"
6112,Bursa granularis semigranosa,"(G.P. Deshayes, 1846)"
6119,Cassis madagascariensis spinella,"W.J. Clench, 1944"
6120,Cellana radiata capensis,"(Gmelin, 1791)"
6121,Cellana strigilis chathamensis,Auct.
6123,Charonia lampas instructa,"T. Iredale, 1929"
6124,Charonia lampas pustulata,"(F.M. Euthyme, 1889)"
6131,Clionella subventricosa kaffraria,"R.N. Kilburn, 1985"
6137,Columbella albuginosa major,"W.H. Turton, 1932"
6140,Conus anemone compressus,"G.B. II Sowerby, 1866"
6142,Conus floridanus floridensis,"G.B. II Sowerby, 1870"
6146,Conus orbignyi elokismenos,"R.N. Kilburn, 1975"
6150,Conus spurius atlanticus,"W.J. Clench, 1942"
6151,Corbicula africana cunningtoni,"(E.A. Smith, 1906)"
6180,Naria helvola hawaiiensis,"(Melvill, 1888)"
6188,Staphylaea limacina interstincta,"(Wood, 1828)"
6203,Cypraeovula algoensis permarginata,"F.Jr. Lorenz, 1989"
6205,Cypraeovula fuscodentata sphaerica,"F.Jr. Lorenz, 2002"
6206,Demoulia ventricosa nataliae,"R.N. Kilburn, 1972"
6209,Dinocardium robustum vanhyningi,"W.J. Clench & L.C. Smith, 1944"
6210,Donax serra aurantiaca,"C.F.F. von Krauss, 1848"
6214,Dosinia lupinus orbignyi,"R.W. Dunker, 1845"
6215,Drupa ricinus arachnoides,"J.B.P.A. Lamarck, 1816"
6219,Euhadra sandai communis,"H.A. Pilsbry, 1928"
6222,Kilburnia heynemanni heynemanni,"R.W. Dunker, 1870"
6227,Fusitriton magellanicus murrayi,"E.A. Smith, 1891"
6228,Gafrarium pectinatum alfredense,"P. Bartsch, 1915"
6235,Haliotis midae elatior,"H.A. Pilsbry, 1890"
6237,Haliotis virginea crispata,"A.A. Gould, 1847"
6239,Hastula albula natalensis,"(E.A. Smith, 1903)"
6242,Helicostyla satyrus palawanensis,L. Pfeiffer
6244,Homalopoma quantillum carmineum,"(P. Bartsch, 1915)"
6249,Lambis chiragra arthritica,"P.F. Röding, 1798"
6252,Lambis scorpius indomaris,"R.T. Abbott, 1961"
6255,Lampsilis ovata ventricosa,"D.W. Barnes, 1823"
6260,Littorina saxatilis nigrolineata,"P. Dautzenberg & H. Fischer, 1912"
6262,Lutraria lutraria capensis,"L.A. Reeve, 1854"
6263,Lymnaea stagnalis jugularis,"T. Say, 1817"
6264,Lyonsia hyalina floridana,"T.A. Conrad, 1849"
6269,Maculotriton serriale digitale,"L.A. Reeve, 1844"
6271,Marginella ornata serpentina,"F.P. Jousseaume, 1875"
6272,Marginella piperata albocincta,"G.B. II Sowerby, 1846"
6274,Marginella piperata eucosmia,"P. Bartsch, 1915"
6276,Marginella piperata lutea,"G.B. III Sowerby, 1889"
6279,Marginella piperata punctilineata,"E.A. Smith, 1899"
6282,Marginella piperata strigata,"G.B. III Sowerby, 1889"
6286,Mercenaria mercenaria notata,"Say, 1822"
6288,Mitra picta aerumnosa,"J.C. Melvill, 1888"
6301,Nassarius albescens gemmuliferus,"A. Adams, 1852"
6303,Nassarius pyramidalis filmerae,"G.B. III Sowerby, 1900"
6308,Natalina cafra natalensis,"C.V. Meade, 2005"
6311,Natica fulminea cruentata,"J.F. Gmelin, 1791"
6312,Natica gualteriana burnupi,"E.A. Smith, 1903"
6315,Natica vitellus spadicea,"(J.F. Gmelin, 1791)"
6317,Nerita polita rumphii,"C.A. Récluz, 1841"
6323,Nucella lapillus imbricata,"(C. Linnaeus, 1758)"
6325,Nucula proxima truncula,"W.H. Dall, 1898"
6327,Oliva annulata amethystina,"P.F. Röding, 1798"
6328,Oliva bulbosa fabagina,"J.B.P.A. Lamarck, 1810"
6329,Oliva bulbosa inflata,"(J.B.P.A. Lamarck, 1811)"
6330,Oliva bulbosa tuberosa,"P.F. Röding, 1798"
6331,Oliva carneola adspersa,"P. Dautzenberg, 1927"
6336,Oliva peruviana fulgurata,"E.C. Von Martens, 1869"
6338,Oliva spicata fuscata,"F.P. Marrat, 1870"
6340,Olivella biplicata lapillus,"E.G. Vanatta, 1915"
6341,Olivella biplicata parva,"T.S. Oldroyd, 1921"
6344,Patelloida saccharina lanx,"(Reeve, 1855)"
6346,Pecten maximus sulcicostatus,"G.B. II Sowerby, 1842"
6348,Peristernia forskalii leucothea,"J.C. Melvill, 1891"
6360,Planaxis lineatus fasciatus,"W.H. Pease, 1868"
6361,Pleurobema cordatum coccineum,"C.S. Rafinesque, 1820"
6368,Polymita muscarum splendida,"C. de la Torre, 1950"
6369,Polymita picta fuscolimbata,"C. de la Torre, 1950"
6370,Polymita picta nigrolimbata,"C. de la Torre, 1950"
6371,Polymita picta roseolimbata,"C. de la Torre, 1950"
6372,Powelliphanta gilliesi aurea,"A.W.B. Powell, 1946"
6373,Powelliphanta gilliesi fallax,"A.W.B. Powell, 1930"
6376,Powelliphanta gilliesi subfusca,"A.W.B. Powell, 1930"
6377,Powelliphanta hochstetteri bicolor,"A.W.B. Powell, 1930"
6379,Powelliphanta lignaria johnstoni,"A.W.B. Powell, 1946"
6381,Powelliphanta lignaria lusca,"A.W.B. Powell, 1949"
6382,Powelliphanta superba harveyi,"A.W.B. Powell, 1946"
6383,Powelliphanta superba mouatae,"A.W.B. Powell, 1936"
6385,Powelliphanta traversi tararuaensis,"A.W.B. Powell, 1939"
6389,Pyrene flava filmerae,"(G.B. III Sowerby, 1900)"
6391,Pyrene testudinaria nigropardalis,"T. Habe & S. Kosuge, 1966"
6392,Pyrene testudinaria tylerae,"E. Griffith & E. Pidgeon, 1834"
6395,Satsuma myomphala okinoshimana,"H.A. Pilsbry & Y. Hirase, 1904"
6398,Spisula solidissima similis,"T. Say, 1822"
6412,Strombus plicatus columba,"J.B.P.A. Lamarck, 1822"
6419,Sunetta contempta bruggeni,"E. Fischer-Piette, 1974"
6420,Tegula pfeifferi carpenteri,"R.W. Dunker, 1859"
6440,Turbo cidaris natalensis,"(C.F.F. von Krauss, 1848)"
6445,Vasticardium elongatum enode,"(G.B. II Sowerby, 1840)"
6450,Viana regina laevigata,"L. Pfeiffer, 1865"
6452,Waldemaria japonica reinii,"W. Kobelt, 1879"
6456,Cymbula sanguinans,"(Reeve, 1854)"
6457,Alcithoe jaculoides,"Powell, 1924"
6458,Alcithoe johnstoni,"Powell, 1928"
6459,Cymbium marmoratum,"Link, 1807"
6460,Cellana mazatlandica,"G.B. Sowerby I, 1839"
6461,Cellana oliveri,"Powell, 1955"
6462,Cellana talcosa,"(Gould, 1846)"
6463,Cellana solida,"(Blainville, 1825)"
6468,Eoacmaea albonotata,"(E.A. Smith, 1901)"
6469,Scutellastra exusta,"(Reeve, 1854)"
6470,Notoacmea elongata,"(Quoy & Gaimard, 1834) "
6471,Notoacmea cellanoides,"Oliver, 1926"
6472,Notoacmea sturnus,"(Hombron & Jacquinot, 1841)"
6475,Notoacmea flammea,"(Quoy & Gaimard, 1834)"
6476,Placuna ephippium,"(Philipsson, 1788)"
6480,Triplofusus papillosus,"(Sowerby I, 1825)"
6483,Gulella lindae,"Herbert, 2006"
6484,Ranella gemmifera,"(Euthyme, 1889)"
6487,Oxychilus draparnaudi,"(H. Beck, 1837)"
6491,Ranularia cynocephala,"(Lamarck, 1816)"
6494,Gelagna succincta,"(Linnaeus, 1771)"
6495,Monoplex corrugatus,"(Lamarck, 1816)"
6497,Monoplex gemmatus,"(Reeve, 1844)"
6498,Monoplex exaratus,"(Reeve, 1844)"
6500,Turritriton gibbosus,"(Broderip, 1833)"
6505,Monoplex durbanense,"(E.A. Smith, 1899)"
6507,Afrodonta inhluzaniensis leptolamellaris,Herbert
6508,Afrodonta geminodonta,Herbert
6510,Amatholedonta fordycei,Herbert
6511,Curvella saundersae,"Connolly, 1910"
6512,Ranella australasia,"(Perry, 1811)"
6513,Ranularia oboesa,"(Perry, 1811)"
6514,Cymatiella eburnea,"(Reeve, 1844)"
6516,Chiton politus,"Spengler, 1797"
6518,Xenophora solarioides,"(Reeve, 1845)"
6528,Mitra strictica,"(Link, 1807)"
6529,Nebularia aurantia,"(Gmelin, 1791)"
6540,Hastula matheroniana,"(Deshayes, 1859)"
6543,Hastula aciculina,"(Lamarck, 1822)"
6544,Terebra quoygaimardi,"(Cernohorsky & Bratcher, 1976)"
6546,Triplostephanus fenestratus,"(Hinds, 1844)"
6547,Haliotis alfredensis,"Bartsch, 1815"
6550,Calliostoma crossleyae,"E. A. Smith, 1910"
6561,Cantharidus antipodum,"(Hombron & Jacquinot, 1848)"
6567,Ilanga biradiata,"Martens, 1902"
6568,Stomatella auricula,"Lamarck, 1816"
6569,Granata imbricata,"(Lamarck, 1816)"
6570,Tricolia bicarinata,"(Dunker, 1846)"
6577,Brachidontes modiolus,"(Linne, 1767)"
6578,Brachidontes variabilis,"(Krauss, 1848)"
6580,Musculus coenobitus,"(Vaillant, 1865)"
6581,Leiosolenus lischkei,"Huber, 2010"
6582,Donax obesulus,"Reeve, 1854"
6583,Afrocominella capensis simoniana,"(Petit de la Saussaye, 1852)"
6584,Burnupena cincta limbosa,"(Lamarck, 1822)"
6589,Buccinulum ponsonbyi,"(Sowerby III, 1889)"
6590,Buccinulum queketti,"(E.A. Smith, 1901)"
6594,Sheldonia perlevis,"(Preston, 1912)"
6595,Afrocyclus potteri,"Cole, 2019"
6596,Afrocyclus bhaca,"Cole, 2019"
6598,Diodora kraussi,"Herbert & Waren, 1999"
6601,Cyathopoma pembense,"Rowson, 2010"
6603,Diodora lineata,"GB Sowerby I, 1835"
6604,Emarginula fissura,"(Linnaeus, 1758)"
6605,Fissurella picta,"(Gmelin, 1791)"
6609,Mauritia eglantina,"(Duclos, 1835)"
6611,Monetaria caputophidii,"Schilder, 1927"
6613,Pustularia cicercula tricornis,"(Jousseaume, 1874)"
6614,Bistolida ursellus,"(Gmelin, 1791)"
6620,Naria helvola helvola,"(Linnaeus, 1758)"
6621,Naria miliaris,"(Gmelin, 1791)"
6623,Bistolida vasta,"Schilder & Schilder, 1938"
6627,Erronea adusta,"(Lamarck, 1810)"
6631,Naria acicularis,"(Gmelin, 1791)"
6637,Notocypraea comptonii,"(Gray, 1847)"
15890,Trachycystis montissalinarum,"Bruggen, 2002"
15892,Platevindex burnupi,"(Collinge, 1902)"
15893,Chondrocyclus isipingoensis,"(Sturany, 1898)"
15896,Planorbella duryi,"(Wetherby, 1879)"
15897,Sheldonia wolkbergensis,"Herbert, 2016"
15899,Costulodonta burnupi,"(Connolly, 1933)"
15900,Gulella kenbrowni,"Cole & Herbert, 2021"
15901,Gulella fordycei,"Cole & Herbert, 2021"
15902,Gulella donaikeni,"Cole & Herbert, 2021"
15903,Gulella calcicola,"Cole & Herbert, 2021"
15904,Gulella abbotti,"Cole & Herbert, 2021"
15905,Gulella maraisi,"Cole & Herbert, 2021"
15906,Gulella mkombeni,"Cole & Herbert, 2021"
15907,Gulella crookesi,"Cole & Herbert, 2021"
15908,Gulella contingens,"Burnup, 1925"
15920,Gastrocopta thomasetti,"Pilsbry, 1829"
15926,Vallonia costata,"(O.F. Muller, 1874)"
15927,Vallonia pulchella,"(O.F. Muller, 1874)"
15929,Oxychilus alliarius,"(Miller, 1822)"
15930,Gulella dejae,"Bursey & Herbert, 2004"
15931,Gulella pentheri kowieensis,"Burnup, 1926"
15932,Gulella perspicuaeformis,"(Sturany, 1898)"
15937,Juventigulella peakei,"Bruggen, 1975"
15938,Gulella bushmanensis,"Burnup, 1926"
15939,Arion hortensis,"Ferrusac, 1819"
15940,Dadagulella browni,"Bruggen, 1969"
15941,Dadagulella browni browni,"Bruggen, 1969"
15942,Juventigulella peakei continentalis,"Bruggen, 1975"
15943,Trachycystis ariel,"(Preston, 1910)"
15944,Cochlitoma churchilliana,"(Melvill & Ponsonby, 1895)"
